84111.73700022697,2.903490E+02,5.000000E+02,2.903090E+02,0.0003021,0.0003388,8.38732888e-07
84114.31700015068,2.903490E+02,5.000000E+02,2.903090E+02,0.0003010,0.0003373,8.37917753e-07
84116.91700005531,2.903490E+02,5.000000E+02,2.903080E+02,0.0003006,0.0003383,8.36746949e-07
84119.51700019836,2.903490E+02,5.000000E+02,2.903080E+02,0.0002978,0.0003378,8.46417663e-07
84122.117000103,2.903490E+02,5.000000E+02,2.903090E+02,0.0002957,0.0003372,8.4435311e-07
84124.72699999809,2.903480E+02,5.000000E+02,2.903070E+02,0.0002965,0.0003370,8.41772476e-07
84127.31700015068,2.903500E+02,5.000000E+02,2.903080E+02,0.0002959,0.0003370,8.5728675e-07
84129.91700005531,2.903490E+02,5.000000E+02,2.903090E+02,0.0002963,0.0003379,8.35658e-07
84132.52699995041,2.903500E+02,5.000000E+02,2.903090E+02,0.0002935,0.0003392,8.48723914e-07
84135.117000103,2.903490E+02,5.000000E+02,2.903090E+02,0.0002932,0.0003433,8.41228712e-07
84137.71700024605,2.903500E+02,5.000000E+02,2.903100E+02,0.0002956,0.0003409,8.39911536e-07
84140.32699990273,2.903490E+02,5.000000E+02,2.903100E+02,0.0002959,0.0003393,8.33781314e-07
84142.91700005531,2.903490E+02,5.000000E+02,2.903100E+02,0.0002960,0.0003370,8.31102625e-07
84145.52699995041,2.903490E+02,5.000000E+02,2.903080E+02,0.0002969,0.0003383,8.45830471e-07
84148.12700009346,2.903490E+02,5.000000E+02,2.903090E+02,0.0002971,0.0003378,8.36420213e-07
84150.71700024605,2.903500E+02,5.000000E+02,2.903090E+02,0.0003003,0.0003370,8.39112772e-07
84153.32699990273,2.903480E+02,5.000000E+02,2.903100E+02,0.0003014,0.0003370,8.41128042e-07
84155.92700004578,2.903480E+02,5.000000E+02,2.903100E+02,0.0003013,0.0003365,8.33520062e-07
84158.51700019836,2.903500E+02,5.000000E+02,2.903100E+02,0.0003013,0.0003368,8.58693056e-07
84161.117000103,2.903490E+02,5.000000E+02,2.903090E+02,0.0003019,0.0003365,8.59275644e-07
84163.72699999809,2.903500E+02,5.000000E+02,2.903090E+02,0.0003015,0.0003352,8.5374154e-07
84166.32699990273,2.903500E+02,5.000000E+02,2.903090E+02,0.0003029,0.0003360,8.52499568e-07
84168.92700004578,2.903500E+02,5.000000E+02,2.903080E+02,0.0003022,0.0003389,8.41465578e-07
84171.52699995041,2.903490E+02,5.000000E+02,2.903090E+02,0.0003047,0.0003382,8.37746484e-07
84174.12700009346,2.903490E+02,5.000000E+02,2.903090E+02,0.0003052,0.0003375,8.46455748e-07
84176.72699999809,2.903480E+02,5.000000E+02,2.903100E+02,0.0003045,0.0003369,8.41403619e-07
84179.32699990273,2.903500E+02,5.000000E+02,2.903080E+02,0.0003051,0.0003360,8.50187234e-07
84181.92700004578,2.903500E+02,5.000000E+02,2.903100E+02,0.0003045,0.0003362,8.43653652e-07
84184.52699995041,2.903490E+02,5.000000E+02,2.903090E+02,0.0003041,0.0003349,8.3755225e-07
84187.12700009346,2.903500E+02,5.000000E+02,2.903080E+02,0.0003045,0.0003357,8.35903677e-07
84189.95700025558,2.903500E+02,5.000000E+02,2.903090E+02,0.0003033,0.0003353,8.51698758e-07
84192.52699995041,2.903500E+02,5.000000E+02,2.903080E+02,0.0003042,0.0003341,8.41032488e-07
84195.12700009346,2.903490E+02,5.000000E+02,2.903090E+02,0.0003057,0.0003322,8.38974017e-07
84197.72699999809,2.903490E+02,5.000000E+02,2.903080E+02,0.0003058,0.0003313,8.41815904e-07
84200.3370001316,2.903500E+02,5.000000E+02,2.903100E+02,0.0003083,0.0003303,8.56763506e-07
84202.91700005531,2.903500E+02,5.000000E+02,2.903090E+02,0.0003084,0.0003306,8.56442796e-07
84205.53700017929,2.903500E+02,5.000000E+02,2.903090E+02,0.0003082,0.0003339,8.49153878e-07
84208.17700004578,2.903500E+02,5.000000E+02,2.903070E+02,0.0003060,0.0003351,8.48895979e-07
84210.93700003624,2.903500E+02,5.000000E+02,2.903090E+02,0.0003053,0.0003373,8.5151197e-07
84213.53700017929,2.903500E+02,5.000000E+02,2.903100E+02,0.0003067,0.0003357,8.52441929e-07
84216.17700004578,2.903500E+02,5.000000E+02,2.903100E+02,0.0003074,0.0003336,8.49892331e-07
84218.93700003624,2.903490E+02,5.000000E+02,2.903090E+02,0.0003073,0.0003365,8.51519474e-07
84221.53700017929,2.903500E+02,5.000000E+02,2.903090E+02,0.0003039,0.0003364,8.53799179e-07
84224.17700004578,2.903500E+02,5.000000E+02,2.903090E+02,0.0003048,0.0003382,8.49460775e-07
84226.93700003624,2.903500E+02,5.000000E+02,2.903100E+02,0.0003052,0.0003392,8.41201484e-07
84229.53700017929,2.903500E+02,5.000000E+02,2.903090E+02,0.0003061,0.0003377,8.30944202e-07
84232.17700004578,2.903500E+02,5.000000E+02,2.903090E+02,0.0003044,0.0003389,8.32916101e-07
84234.93700003624,2.903490E+02,5.000000E+02,2.903100E+02,0.0003028,0.0003405,8.28539726e-07
84237.54699993134,2.903500E+02,5.000000E+02,2.903100E+02,0.0003036,0.0003386,8.3021132e-07
84240.17700004578,2.903500E+02,5.000000E+02,2.903090E+02,0.0003036,0.0003384,8.43214934e-07
84242.9470000267,2.903500E+02,5.000000E+02,2.903090E+02,0.0003017,0.0003377,8.36491097e-07
84245.53700017929,2.903500E+02,5.000000E+02,2.903100E+02,0.0003017,0.0003368,8.38381766e-07
