Time,V_1(V),V_2(V),Power(W)
164.27857899665833,0.0002624,0.0002291,0.368659288
165.398579120636,0.0002625,0.0002287,0.368579984
166.52857899665833,0.0002633,0.0002298,0.368698955
167.63857913017273,0.0002637,0.0002305,0.368520528
168.79857897758484,0.0002651,0.0002312,0.368698955
169.92857885360718,0.0002662,0.0002314,0.368698955
171.09857892990112,0.0002673,0.0002320,0.368679136
172.2385790348053,0.0002680,0.0002324,0.369055897
173.36857891082764,0.0002684,0.0002324,0.369194657
174.53857898712158,0.0002673,0.0002300,0.369075686
175.67857909202576,0.0002684,0.0002305,0.369095504
176.79857897758484,0.0002690,0.0002293,0.368778259
177.92857885360718,0.0002699,0.0002299,0.368857563
179.0785789489746,0.0002694,0.0002305,0.368599832
180.22857880592346,0.0002692,0.0002309,0.368540317
181.34857892990112,0.0002688,0.0002308,0.368302435
182.47857904434204,0.0002686,0.0002311,0.3690162
183.60857892036438,0.0002676,0.0002296,0.3690162
184.72857880592346,0.0002670,0.0002291,0.368599832
185.83857893943787,0.0002669,0.0002310,0.368778259
187.06857895851135,0.0002667,0.0002332,0.368936926
188.21857905387878,0.0002657,0.0002332,0.369432598
189.3285789489746,0.0002668,0.0002336,0.36941275
190.53857898712158,0.0002664,0.0002342,0.368798107
191.66857886314392,0.0002661,0.0002337,0.368798107
192.78857898712158,0.0002658,0.0002338,0.369313627
194.1485788822174,0.0002637,0.0002324,0.369273931
195.34857892990112,0.0002635,0.0002336,0.369591206
196.49857902526855,0.0002649,0.0002337,0.369432598
197.6485788822174,0.0002662,0.0002326,0.369829148
198.77857899665833,0.0002682,0.0002328,0.369492054
199.90857887268066,0.0002673,0.0002324,0.369472265
201.06857895851135,0.0002659,0.0002315,0.369650722
202.24857878684998,0.0002654,0.0002311,0.369729996
203.38857889175415,0.0002671,0.0002331,0.369531721
204.54857897758484,0.0002697,0.0002348,0.369432598
205.68857884407043,0.0002681,0.0002326,0.36915502
206.8285789489746,0.0002677,0.0002316,0.368897229
208.9485788345337,0.0002652,0.0002315,0.369432598
210.0785789489746,0.0002644,0.0002330,0.369234324
211.21857905387878,0.0002632,0.0002331,0.369373083
212.33857893943787,0.0002641,0.0002329,0.369135201
213.47857904434204,0.0002654,0.0002332,0.368956685
214.59857892990112,0.0002653,0.0002322,0.368857563
215.71857905387878,0.0002659,0.0002336,0.368917078
216.83857893943787,0.0002632,0.0002321,0.369135201
217.9685788154602,0.0002625,0.0002321,0.36941275
219.09857892990112,0.0002623,0.0002326,0.368956685
220.2385790348053,0.0002614,0.0002306,0.36915502
221.37857913970947,0.0002619,0.0002308,0.369432598
222.51857900619507,0.0002588,0.0002282,0.369333476
223.71857905387878,0.0002594,0.0002282,0.369254172
224.83857893943787,0.0002598,0.0002288,0.369293779
225.95857906341553,0.0002589,0.0002282,0.369194657
227.06857895851135,0.0002590,0.0002289,0.369273931
228.21857905387878,0.0002586,0.0002292,0.369353294
229.33857893943787,0.0002579,0.0002288,0.369273931
230.47857904434204,0.0002582,0.0002280,0.36915502
231.6285789012909,0.0002595,0.0002280,0.368917078
232.8085789680481,0.0002607,0.0002299,0.368837774
233.92857885360718,0.0002613,0.0002302,0.368897229
235.0785789489746,0.0002622,0.0002301,0.368520528
236.22857880592346,0.0002612,0.0002301,0.368718803
237.34857892990112,0.0002579,0.0002278,0.368520528
238.49857902526855,0.0002565,0.0002280,0.368480861
239.67857909202576,0.0002563,0.0002286,0.36850071
240.81857895851135,0.0002546,0.0002272,0.36875844
241.938579082489,0.0002533,0.0002277,0.369194657
243.0785789489746,0.0002542,0.0002309,0.369135201
244.22857880592346,0.0002550,0.0002295,0.369075686
245.34857892990112,0.0002555,0.0002293,0.369571418
246.59857892990112,0.0002560,0.0002294,0.36941275
247.72857880592346,0.0002569,0.0002304,0.369472265
248.87857913970947,0.0002563,0.0002308,0.369511902
250.03857898712158,0.0002567,0.0002313,0.369611025
251.15857911109924,0.0002570,0.0002303,0.369392931
252.28857898712158,0.0002578,0.0002301,0.369531721
253.66857886314392,0.0002570,0.0002305,0.369531721
254.79857897758484,0.0002579,0.0002308,0.369650722
255.9185791015625,0.0002575,0.0002302,0.369511902
257.04857897758484,0.0002562,0.0002300,0.36915502
258.18857884407043,0.0002550,0.0002290,0.369036049
259.3285789489746,0.0002555,0.0002290,0.368897229
260.47857904434204,0.0002557,0.0002292,0.369254172
261.7885789871216,0.0002568,0.0002292,0.369135201
262.9285788536072,0.0002585,0.0002297,0.368798107
264.06857895851135,0.0002588,0.0002303,0.36875844
265.22857880592346,0.0002587,0.0002305,0.368837774
266.3485789299011,0.0002601,0.0002309,0.368560165
267.4685788154602,0.0002591,0.0002304,0.368917078
268.61857891082764,0.0002601,0.0002301,0.368679136
269.7185790538788,0.0002614,0.0002305,0.368223071
270.83857893943787,0.0002617,0.0002303,0.368143767
271.9685788154602,0.0002628,0.0002308,0.368302435
273.08857893943787,0.0002637,0.0002328,0.368639439
274.3285789489746,0.0002644,0.0002314,0.368461013
275.47857904434204,0.0002653,0.0002308,0.36861968
276.61857891082764,0.0002653,0.0002293,0.368540317
277.72857880592346,0.0002662,0.0002289,0.368520528
278.8785791397095,0.0002657,0.0002280,0.36850071
280.0285789966583,0.0002646,0.0002280,0.368659288
281.22857880592346,0.0002645,0.0002265,0.368778259
282.3485789299011,0.0002642,0.0002255,0.368877411
283.4885787963867,0.0002639,0.0002243,0.368956685
284.6485788822174,0.0002644,0.0002256,0.368857563
285.76857900619507,0.0002649,0.0002271,0.368798107
286.938579082489,0.0002638,0.0002266,0.36875844
288.08857893943787,0.0002629,0.0002266,0.369036049
289.2385790348053,0.0002630,0.0002278,0.368837774
290.38857889175415,0.0002633,0.0002292,0.369055897
291.5385789871216,0.0002642,0.0002281,0.369293779
292.69857907295227,0.0002654,0.0002271,0.368679136
293.8485789299011,0.0002639,0.0002249,0.368738651
295.01857900619507,0.0002644,0.0002253,0.368857563
296.15857911109924,0.0002630,0.0002253,0.368917078
297.29857897758484,0.0002637,0.0002257,0.368679136
298.4285788536072,0.0002641,0.0002275,0.368480861
299.58857893943787,0.0002635,0.0002277,0.368421406
300.74857878685,0.0002639,0.0002280,0.368401557
301.9585790634155,0.0002631,0.0002273,0.368203282
303.1285789012909,0.0002634,0.0002272,0.36810416
304.2785789966583,0.0002642,0.0002269,0.368123919
305.438579082489,0.0002644,0.0002271,0.368421406
306.56857895851135,0.0002617,0.0002262,0.368044645
307.7185790538788,0.0002601,0.0002278,0.368322194
308.8485789299011,0.0002604,0.0002285,0.368183464
309.97857904434204,0.0002583,0.0002274,0.36850071
311.1485788822174,0.0002594,0.0002288,0.368322194
312.24857878685,0.0002590,0.0002270,0.36850071
313.4885787963867,0.0002605,0.0002261,0.368698955
314.7585790157318,0.0002610,0.0002267,0.368698955
316.01857900619507,0.0002609,0.0002270,0.368262738
317.938579082489,0.0002583,0.0002272,0.368342042
319.15857911109924,0.0002571,0.0002278,0.368302435
320.3285789489746,0.0002558,0.0002289,0.36861968
321.4685788154602,0.0002558,0.0002301,0.36850071
322.69857907295227,0.0002559,0.0002298,0.368421406
323.81857895851135,0.0002551,0.0002282,0.368203282
324.9585790634155,0.0002560,0.0002273,0.368718803
326.0985789299011,0.0002572,0.0002262,0.369036049
327.26857900619507,0.0002565,0.0002253,0.368837774
328.438579082489,0.0002571,0.0002253,0.369095504
329.7785789966583,0.0002576,0.0002261,0.369135201
331.04857897758484,0.0002592,0.0002268,0.36915502
332.86857891082764,0.0002607,0.0002267,0.369551569
334.18857884407043,0.0002611,0.0002277,0.369611025
335.3785791397095,0.0002620,0.0002285,0.369432598
336.51857900619507,0.0002605,0.0002266,0.369214475
337.6485788822174,0.0002623,0.0002258,0.369115353
338.76857900619507,0.0002639,0.0002262,0.369036049
339.9285788536072,0.0002637,0.0002269,0.368698955
341.0785789489746,0.0002642,0.0002279,0.368659288
342.22857880592346,0.0002635,0.0002287,0.368639439
343.38857889175415,0.0002634,0.0002293,0.368877411
344.54857897758484,0.0002627,0.0002289,0.368817955
345.7185790538788,0.0002634,0.0002292,0.368798107
346.8785791397095,0.0002637,0.0002299,0.368560165
348.0385789871216,0.0002638,0.0002304,0.368123919
349.17857909202576,0.0002624,0.0002274,0.368163615
350.3485789299011,0.0002615,0.0002266,0.368282586
351.47857904434204,0.0002602,0.0002266,0.368024796
352.6285789012909,0.0002598,0.0002266,0.368302435
353.74857878685,0.0002591,0.0002274,0.368579984
354.8785791397095,0.0002591,0.0002266,0.368262738
356.0285789966583,0.0002600,0.0002266,0.368282586
357.22857880592346,0.0002583,0.0002261,0.368262738
358.36857891082764,0.0002595,0.0002283,0.36810416
359.4885787963867,0.0002583,0.0002280,0.368897229
360.8585789203644,0.0002585,0.0002285,0.368897229
362.3285789489746,0.0002597,0.0002269,0.369194657
363.47857904434204,0.0002609,0.0002269,0.368698955
364.61857891082764,0.0002613,0.0002260,0.369055897
365.7385790348053,0.0002611,0.0002253,0.368579984
366.88857889175415,0.0002610,0.0002263,0.368877411
368.0385789871216,0.0002612,0.0002263,0.368936926
369.18857884407043,0.0002603,0.0002269,0.368976533
370.33857893943787,0.0002617,0.0002285,0.368917078
371.47857904434204,0.0002605,0.0002287,0.369095504
372.68857884407043,0.0002595,0.0002294,0.369293779
373.83857893943787,0.0002579,0.0002283,0.369036049
374.9685788154602,0.0002580,0.0002296,0.368639439
376.0985789299011,0.0002604,0.0002312,0.368698955
377.24857878685,0.0002605,0.0002297,0.368163615
378.3785791397095,0.0002628,0.0002300,0.368302435
379.5385789871216,0.0002626,0.0002293,0.368282586
380.68857884407043,0.0002643,0.0002323,0.368520528
381.8285789489746,0.0002625,0.0002292,0.368183464
382.9685788154602,0.0002623,0.0002294,0.367866188
384.0985789299011,0.0002622,0.0002294,0.368084311
385.36857891082764,0.0002618,0.0002284,0.368163615
386.49857902526855,0.0002589,0.0002245,0.368203282
387.6285789012909,0.0002631,0.0002294,0.368242919
388.8785791397095,0.0002620,0.0002297,0.368143767
390.0285789966583,0.0002611,0.0002298,0.368302435
391.15857911109924,0.0002577,0.0002259,0.36850071
392.2885789871216,0.0002594,0.0002289,0.368540317
393.4285788536072,0.0002608,0.0002318,0.368738651
394.56857895851135,0.0002612,0.0002338,0.368679136
395.70857882499695,0.0002602,0.0002337,0.368599832
396.8785791397095,0.0002587,0.0002310,0.368698955
398.31857895851135,0.0002600,0.0002322,0.3690162
399.438579082489,0.0002605,0.0002326,0.368579984
400.9185791015625,0.0002587,0.0002308,0.368936926
402.17857909202576,0.0002594,0.0002299,0.36915502
403.58857893943787,0.0002597,0.0002300,0.369036049
404.97857904434204,0.0002587,0.0002287,0.368798107
406.49857902526855,0.0002573,0.0002275,0.368322194
408.2885789871216,0.0002578,0.0002292,0.36836189
409.438579082489,0.0002592,0.0002315,0.368480861
410.9485788345337,0.0002586,0.0002326,0.368123919
412.08857893943787,0.0002582,0.0002338,0.368599832
413.24857878685,0.0002577,0.0002347,0.368679136
414.47857904434204,0.0002578,0.0002343,0.368005008
415.72857880592346,0.0002596,0.0002335,0.367985189
416.88857889175415,0.0002600,0.0002337,0.368123919
418.0385789871216,0.0002591,0.0002324,0.368143767
419.18857884407043,0.0002574,0.0002313,0.368342042
420.8785791397095,0.0002561,0.0002302,0.368639439
422.0985789299011,0.0002534,0.0002276,0.368579984
423.5785789489746,0.0002528,0.0002273,0.368480861
424.8485789299011,0.0002515,0.0002242,0.368064463
425.99857902526855,0.0002519,0.0002231,0.368024796
427.4685788154602,0.0002531,0.0002233,0.368877411
429.00857877731323,0.0002542,0.0002238,0.368798107
430.13857913017273,0.0002569,0.0002260,0.36850071
431.70857882499695,0.0002565,0.0002259,0.368441164
433.13857913017273,0.0002563,0.0002253,0.368798107
434.54857897758484,0.0002565,0.0002260,0.368480861
435.74857878685,0.0002568,0.0002258,0.368401557
436.88857889175415,0.0002556,0.0002268,0.368817955
438.19857907295227,0.0002547,0.0002265,0.368540317
439.3485789299011,0.0002543,0.0002267,0.368718803
440.4885787963867,0.0002551,0.0002254,0.369055897
441.72857880592346,0.0002559,0.0002259,0.36875844
442.9185791015625,0.0002571,0.0002260,0.368679136
444.08857893943787,0.0002585,0.0002270,0.36861968
445.22857880592346,0.0002588,0.0002267,0.368996382
446.36857891082764,0.0002587,0.0002262,0.368738651
447.5285789966583,0.0002554,0.0002230,0.368480861
448.67857909202576,0.0002560,0.0002237,0.368778259
449.8085789680481,0.0002596,0.0002262,0.368718803
451.2385790348053,0.0002598,0.0002270,0.368579984
452.70857882499695,0.0002608,0.0002269,0.368560165
454.20857882499695,0.0002603,0.0002261,0.368579984
455.3785791397095,0.0002599,0.0002262,0.368659288
456.9485788345337,0.0002583,0.0002276,0.368817955
458.0785789489746,0.0002577,0.0002281,0.368857563
459.22857880592346,0.0002567,0.0002286,0.368917078
460.36857891082764,0.0002562,0.0002286,0.368976533
461.5285789966583,0.0002541,0.0002272,0.369174808
462.67857909202576,0.0002538,0.0002266,0.369214475
463.81857895851135,0.0002547,0.0002251,0.368976533
465.5385789871216,0.0002558,0.0002258,0.368837774
466.67857909202576,0.0002557,0.0002246,0.368897229
468.19857907295227,0.0002560,0.0002256,0.369115353
469.4585790634155,0.0002557,0.0002263,0.36861968
470.6685788631439,0.0002555,0.0002251,0.368421406
472.0985789299011,0.0002560,0.0002265,0.368579984
473.4485788345337,0.0002554,0.0002246,0.369075686
474.79857897758484,0.0002547,0.0002247,0.368421406
476.61857891082764,0.0002545,0.0002248,0.368262738
477.7785789966583,0.0002561,0.0002256,0.368917078
478.938579082489,0.0002564,0.0002254,0.368560165
480.31857895851135,0.0002567,0.0002253,0.368560165
481.998596906662,0.0002592,0.0002260,0.368005008
483.4186820983887,0.0002605,0.0002268,0.368084311
484.6487560272217,0.0002613,0.0002261,0.367707551
485.7988250255585,0.0002631,0.0002295,0.368123919
486.94889402389526,0.0002629,0.0002292,0.36810416
488.08896231651306,0.0002626,0.0002293,0.368342042
489.2790336608887,0.0002649,0.0002318,0.368143767
490.78912448883057,0.0002631,0.0002320,0.368322194
491.92919278144836,0.0002629,0.0002315,0.368183464
493.08926248550415,0.0002636,0.0002309,0.368223071
494.449343919754,0.0002628,0.0002289,0.36836189
495.5894124507904,0.0002642,0.0002292,0.368123919
497.0895023345947,0.0002660,0.0002282,0.36861968
498.7996048927307,0.0002677,0.0002285,0.368183464
500.2396912574768,0.0002666,0.0002278,0.368461013
501.3797597885132,0.0002662,0.0002280,0.368024796
502.72984075546265,0.0002637,0.0002263,0.36836189
503.96991515159607,0.0002640,0.0002249,0.36836189
505.36999917030334,0.0002646,0.0002257,0.36861968
507.23011088371277,0.0002632,0.0002234,0.368540317
508.37017917633057,0.0002629,0.0002229,0.368857563
509.52024817466736,0.0002636,0.0002229,0.36850071
510.8703291416168,0.0002647,0.0002253,0.3690162
512.0804016590118,0.0002634,0.0002254,0.369135201
513.6404955387115,0.0002630,0.0002264,0.368798107
515.3205959796906,0.0002636,0.0002286,0.369135201
516.4806656837463,0.0002646,0.0002301,0.368817955
517.7107396125793,0.0002639,0.0002299,0.3690162
518.8608086109161,0.0002643,0.0002278,0.368917078
519.9908761978149,0.0002659,0.0002281,0.368401557
521.1609466075897,0.0002654,0.0002272,0.368480861
522.2910141944885,0.0002656,0.0002283,0.368738651
523.8911101818085,0.0002644,0.0002276,0.368798107
525.1711869239807,0.0002621,0.0002265,0.368183464
526.3312566280365,0.0002625,0.0002266,0.368064463
527.4713249206543,0.0002639,0.0002281,0.368005008
528.7013988494873,0.0002638,0.0002281,0.368143767
530.0314786434174,0.0002633,0.0002268,0.368322194
531.1915483474731,0.0002637,0.0002271,0.368322194
532.7516419887543,0.0002632,0.0002274,0.368123919
533.8717091083527,0.0002648,0.0002282,0.368044645
535.2517919540405,0.0002649,0.0002296,0.368798107
536.4418632984161,0.0002638,0.0002302,0.368738651
537.5719311237335,0.0002628,0.0002303,0.368520528
539.0720210075378,0.0002594,0.0002296,0.368520528
540.5921125411987,0.0002603,0.0002309,0.369055897
542.5822315216064,0.0002615,0.0002299,0.368976533
543.7223002910614,0.0002606,0.0002293,0.369234324
544.912371635437,0.0002573,0.0002254,0.36915502
546.0424392223358,0.0002560,0.0002253,0.368996382
547.4125216007233,0.0002550,0.0002252,0.369095504
548.6125934123993,0.0002547,0.0002268,0.369392931
550.042679309845,0.0002549,0.0002279,0.369551569
551.4527640342712,0.0002550,0.0002280,0.369095504
552.58283162117,0.0002571,0.0002296,0.369273931
553.7229001522064,0.0002598,0.0002310,0.369095504
554.8829696178436,0.0002592,0.0002301,0.368857563
556.0330386161804,0.0002606,0.0002297,0.369036049
557.6031329631805,0.0002610,0.0002295,0.368540317
558.7332007884979,0.0002608,0.0002319,0.36784637
560.763322353363,0.0002584,0.0002329,0.367985189
562.1634063720703,0.0002586,0.0002312,0.367925674
563.2934744358063,0.0002604,0.0002325,0.368401557
564.4235420227051,0.0002610,0.0002335,0.368520528
565.553610086441,0.0002584,0.0002316,0.368183464
566.6836776733398,0.0002579,0.0002308,0.36850071
567.8337466716766,0.0002571,0.0002300,0.368381709
568.973815202713,0.0002562,0.0002297,0.368381709
570.1238842010498,0.0002575,0.0002314,0.36836189
571.5739710330963,0.0002552,0.0002303,0.368897229
572.7240400314331,0.0002562,0.0002306,0.368798107
574.3641386032104,0.0002555,0.0002312,0.368817955
575.6742169857025,0.0002537,0.0002305,0.368897229
577.2343106269836,0.0002566,0.0002328,0.36875844
578.3843796253204,0.0002614,0.0002377,0.368956685
580.194488286972,0.0002581,0.0002332,0.368718803
581.5445694923401,0.0002567,0.0002305,0.369234324
582.6746370792389,0.0002564,0.0002300,0.369036049
584.1447253227234,0.0002535,0.0002253,0.368936926
585.8648285865784,0.0002548,0.0002282,0.368679136
586.9948961734772,0.0002535,0.0002283,0.368698955
588.1249642372131,0.0002539,0.0002298,0.368738651
589.615053653717,0.0002533,0.0002293,0.368798107
590.7451214790344,0.0002525,0.0002283,0.368381709
591.8751890659332,0.0002568,0.0002289,0.368698955
593.0552599430084,0.0002569,0.0002277,0.368520528
594.1753270626068,0.0002562,0.0002285,0.368381709
595.3253960609436,0.0002559,0.0002284,0.368639439
596.4754650592804,0.0002575,0.0002306,0.368639439
597.8255460262299,0.0002577,0.0002314,0.368560165
599.6256539821625,0.0002572,0.0002291,0.368857563
600.9057309627533,0.0002583,0.0002293,0.368639439
602.2258102893829,0.0002584,0.0002290,0.368322194
603.5058870315552,0.0002594,0.0002306,0.369135201
604.645955324173,0.0002599,0.0002302,0.368837774
605.7860238552094,0.0002591,0.0002313,0.368778259
606.9560940265656,0.0002586,0.0002313,0.368738651
608.2161695957184,0.0002567,0.0002294,0.368857563
609.3662385940552,0.0002530,0.0002284,0.369194657
610.506306886673,0.0002527,0.0002279,0.369214475
612.0363986492157,0.0002525,0.0002279,0.368917078
613.666496515274,0.0002519,0.0002268,0.369273931
614.9065709114075,0.0002530,0.0002275,0.369174808
616.5266680717468,0.0002530,0.0002277,0.369472265
618.0167574882507,0.0002558,0.0002300,0.369373083
619.1668264865875,0.0002559,0.0002289,0.369273931
620.3068950176239,0.0002573,0.0002309,0.36915502
621.846987247467,0.0002594,0.0002330,0.369293779
623.2570719718933,0.0002605,0.0002328,0.369174808
624.777163028717,0.0002607,0.0002293,0.369293779
626.1872477531433,0.0002614,0.0002292,0.369789511
627.3273160457611,0.0002634,0.0002313,0.370007575
628.5973923206329,0.0002641,0.0002304,0.369848967
629.7574617862701,0.0002640,0.0002296,0.369789511
630.9075307846069,0.0002633,0.0002293,0.369611025
632.367618560791,0.0002628,0.0002292,0.369432598
633.5076870918274,0.0002615,0.0002271,0.369055897
634.6477553844452,0.0002635,0.0002284,0.369075686
635.7578220367432,0.0002646,0.0002308,0.368996382
637.1779069900513,0.0002693,0.0002342,0.368877411
638.3279759883881,0.0002666,0.0002318,0.368718803
639.4880456924438,0.0002637,0.0002305,0.368738651
641.038138628006,0.0002630,0.0002299,0.36875844
642.1782071590424,0.0002621,0.0002281,0.368857563
643.368278503418,0.0002637,0.0002303,0.368778259
644.4883456230164,0.0002640,0.0002293,0.368738651
645.6284139156342,0.0002624,0.0002272,0.368520528
646.7584819793701,0.0002628,0.0002270,0.368897229
647.8785490989685,0.0002624,0.0002263,0.369135201
649.8286662101746,0.0002624,0.0002264,0.368718803
650.9687345027924,0.0002620,0.0002268,0.368936926
652.1288042068481,0.0002621,0.0002280,0.369273931
653.4488832950592,0.0002605,0.0002291,0.369293779
654.8489673137665,0.0002597,0.0002301,0.369611025
656.8790891170502,0.0002607,0.0002298,0.36915502
658.0391585826874,0.0002603,0.0002306,0.369075686
659.1692266464233,0.0002579,0.0002286,0.369392931
661.8293859958649,0.0002589,0.0002303,0.368639439
663.3394768238068,0.0002587,0.0002309,0.368877411
665.0895817279816,0.0002592,0.0002314,0.3690162
666.439662694931,0.0002599,0.0002306,0.369075686
667.9497535228729,0.0002611,0.0002295,0.368877411
669.149825334549,0.0002620,0.0002297,0.368242919
